time_sec,window_idx,pred_class,pred_label,confidence,gate_fired,command
371.008,1496,2,RIGHT HAND,1.0,False,
371.256,1497,2,RIGHT HAND,1.0,True,RIGHT HAND
371.504,1498,2,RIGHT HAND,1.0,False,
371.752,1499,2,RIGHT HAND,1.0,False,
372.0,1500,2,RIGHT HAND,1.0,False,
372.248,1501,2,RIGHT HAND,1.0,False,
372.496,1502,2,RIGHT HAND,1.0,False,
372.744,1503,2,RIGHT HAND,1.0,False,
372.992,1504,2,RIGHT HAND,1.0,False,
373.24,1505,2,RIGHT HAND,1.0,True,RIGHT HAND
373.488,1506,2,RIGHT HAND,1.0,False,
373.736,1507,2,RIGHT HAND,1.0,False,
373.984,1508,2,RIGHT HAND,1.0,False,
374.232,1509,2,RIGHT HAND,1.0,False,
374.48,1510,2,RIGHT HAND,1.0,False,
374.728,1511,2,RIGHT HAND,1.0,False,
374.976,1512,2,RIGHT HAND,1.0,False,
375.224,1513,2,RIGHT HAND,1.0,True,RIGHT HAND
375.472,1514,2,RIGHT HAND,1.0,False,
375.72,1515,2,RIGHT HAND,1.0,False,
375.968,1516,2,RIGHT HAND,1.0,False,
376.216,1517,3,FEET,1.0,False,
376.464,1518,2,RIGHT HAND,1.0,False,
376.712,1519,2,RIGHT HAND,1.0,False,
376.96,1520,2,RIGHT HAND,1.0,False,
377.208,1521,2,RIGHT HAND,1.0,False,
377.456,1522,2,RIGHT HAND,1.0,True,RIGHT HAND
377.704,1523,2,RIGHT HAND,1.0,False,
377.952,1524,2,RIGHT HAND,1.0,False,
378.2,1525,2,RIGHT HAND,1.0,False,
378.448,1526,2,RIGHT HAND,1.0,False,
378.696,1527,2,RIGHT HAND,1.0,False,
378.944,1528,2,RIGHT HAND,1.0,False,
379.192,1529,2,RIGHT HAND,1.0,False,
379.44,1530,2,RIGHT HAND,1.0,True,RIGHT HAND
379.688,1531,2,RIGHT HAND,1.0,False,
379.936,1532,1,LEFT HAND,1.0,False,
380.184,1533,1,LEFT HAND,1.0,False,
380.432,1534,1,LEFT HAND,1.0,False,
380.68,1535,1,LEFT HAND,1.0,False,
380.928,1536,1,LEFT HAND,1.0,False,
381.176,1537,2,RIGHT HAND,1.0,False,
381.424,1538,1,LEFT HAND,1.0,False,
381.672,1539,1,LEFT HAND,1.0,False,
381.92,1540,1,LEFT HAND,1.0,False,
382.168,1541,1,LEFT HAND,1.0,False,
382.416,1542,1,LEFT HAND,1.0,True,LEFT HAND
382.664,1543,2,RIGHT HAND,1.0,False,
382.912,1544,1,LEFT HAND,1.0,False,
383.16,1545,1,LEFT HAND,1.0,False,
383.408,1546,1,LEFT HAND,1.0,False,
383.656,1547,2,RIGHT HAND,1.0,False,
383.904,1548,1,LEFT HAND,1.0,False,
384.152,1549,2,RIGHT HAND,1.0,False,
384.4,1550,2,RIGHT HAND,1.0,False,
384.648,1551,2,RIGHT HAND,1.0,False,
384.896,1552,2,RIGHT HAND,1.0,False,
385.144,1553,2,RIGHT HAND,1.0,True,RIGHT HAND
385.392,1554,4,TONGUE,1.0,False,
385.64,1555,4,TONGUE,1.0,False,
385.888,1556,4,TONGUE,1.0,False,
386.136,1557,4,TONGUE,1.0,False,
386.384,1558,4,TONGUE,1.0,False,
386.632,1559,4,TONGUE,1.0,False,
386.88,1560,4,TONGUE,1.0,False,
387.128,1561,4,TONGUE,1.0,True,TONGUE
387.376,1562,2,RIGHT HAND,1.0,False,
387.624,1563,2,RIGHT HAND,1.0,False,
387.872,1564,2,RIGHT HAND,1.0,False,
388.12,1565,2,RIGHT HAND,1.0,False,
388.368,1566,2,RIGHT HAND,1.0,False,
388.616,1567,2,RIGHT HAND,1.0,False,
388.864,1568,2,RIGHT HAND,1.0,False,
389.112,1569,2,RIGHT HAND,1.0,True,RIGHT HAND
389.36,1570,2,RIGHT HAND,1.0,False,
389.608,1571,4,TONGUE,1.0,False,
389.856,1572,2,RIGHT HAND,1.0,False,
390.104,1573,4,TONGUE,1.0,False,
390.352,1574,4,TONGUE,1.0,False,
390.6,1575,4,TONGUE,1.0,False,
390.848,1576,4,TONGUE,1.0,False,
391.096,1577,4,TONGUE,1.0,True,TONGUE
391.344,1578,4,TONGUE,1.0,False,
391.592,1579,3,FEET,1.0,False,
391.84,1580,2,RIGHT HAND,1.0,False,
392.088,1581,2,RIGHT HAND,1.0,False,
392.336,1582,2,RIGHT HAND,1.0,False,
392.584,1583,2,RIGHT HAND,1.0,False,
392.832,1584,2,RIGHT HAND,1.0,False,
393.08,1585,2,RIGHT HAND,1.0,True,RIGHT HAND
393.328,1586,1,LEFT HAND,1.0,False,
393.576,1587,1,LEFT HAND,1.0,False,
393.824,1588,1,LEFT HAND,1.0,False,
394.072,1589,1,LEFT HAND,1.0,False,
394.32,1590,2,RIGHT HAND,1.0,False,
394.568,1591,2,RIGHT HAND,1.0,False,
394.816,1592,2,RIGHT HAND,1.0,False,
395.064,1593,2,RIGHT HAND,1.0,False,
395.312,1594,2,RIGHT HAND,1.0,True,RIGHT HAND
395.56,1595,2,RIGHT HAND,1.0,False,
395.808,1596,2,RIGHT HAND,1.0,False,
396.056,1597,2,RIGHT HAND,1.0,False,
396.304,1598,2,RIGHT HAND,1.0,False,
396.552,1599,2,RIGHT HAND,1.0,False,
396.8,1600,2,RIGHT HAND,1.0,False,
397.048,1601,3,FEET,1.0,False,
397.296,1602,3,FEET,1.0,False,
397.544,1603,2,RIGHT HAND,1.0,False,
397.792,1604,2,RIGHT HAND,1.0,False,
398.04,1605,2,RIGHT HAND,1.0,False,
398.288,1606,3,FEET,1.0,False,
398.536,1607,2,RIGHT HAND,1.0,False,
398.784,1608,2,RIGHT HAND,1.0,False,
399.032,1609,2,RIGHT HAND,1.0,False,
399.28,1610,2,RIGHT HAND,1.0,False,
399.528,1611,3,FEET,1.0,False,
399.776,1612,2,RIGHT HAND,1.0,False,
400.024,1613,2,RIGHT HAND,1.0,False,
400.272,1614,2,RIGHT HAND,1.0,False,
400.52,1615,2,RIGHT HAND,1.0,False,
400.768,1616,2,RIGHT HAND,1.0,True,RIGHT HAND
401.016,1617,2,RIGHT HAND,1.0,False,
401.264,1618,2,RIGHT HAND,1.0,False,
401.512,1619,2,RIGHT HAND,1.0,False,
401.76,1620,2,RIGHT HAND,1.0,False,
402.008,1621,1,LEFT HAND,1.0,False,
402.256,1622,1,LEFT HAND,1.0,False,
402.504,1623,1,LEFT HAND,1.0,False,
402.752,1624,1,LEFT HAND,1.0,False,
403.0,1625,2,RIGHT HAND,1.0,False,
403.248,1626,1,LEFT HAND,1.0,False,
403.496,1627,1,LEFT HAND,1.0,False,
403.744,1628,1,LEFT HAND,1.0,False,
403.992,1629,2,RIGHT HAND,1.0,False,
404.24,1630,2,RIGHT HAND,1.0,False,
404.488,1631,2,RIGHT HAND,1.0,False,
404.736,1632,2,RIGHT HAND,1.0,False,
404.984,1633,2,RIGHT HAND,1.0,True,RIGHT HAND
405.232,1634,2,RIGHT HAND,1.0,False,
405.48,1635,2,RIGHT HAND,1.0,False,
405.728,1636,2,RIGHT HAND,1.0,False,
405.976,1637,2,RIGHT HAND,1.0,False,
406.224,1638,2,RIGHT HAND,1.0,False,
406.472,1639,2,RIGHT HAND,1.0,False,
406.72,1640,2,RIGHT HAND,1.0,False,
406.968,1641,2,RIGHT HAND,1.0,True,RIGHT HAND
407.216,1642,2,RIGHT HAND,1.0,False,
407.464,1643,2,RIGHT HAND,1.0,False,
407.712,1644,2,RIGHT HAND,1.0,False,
407.96,1645,2,RIGHT HAND,1.0,False,
408.208,1646,2,RIGHT HAND,1.0,False,
408.456,1647,2,RIGHT HAND,1.0,False,
408.704,1648,2,RIGHT HAND,1.0,False,
408.952,1649,2,RIGHT HAND,1.0,True,RIGHT HAND
409.2,1650,2,RIGHT HAND,1.0,False,
409.448,1651,2,RIGHT HAND,1.0,False,
409.696,1652,2,RIGHT HAND,1.0,False,
409.944,1653,2,RIGHT HAND,1.0,False,
410.192,1654,2,RIGHT HAND,1.0,False,
410.44,1655,2,RIGHT HAND,1.0,False,
410.688,1656,2,RIGHT HAND,1.0,False,
410.936,1657,2,RIGHT HAND,1.0,True,RIGHT HAND
411.184,1658,2,RIGHT HAND,1.0,False,
411.432,1659,2,RIGHT HAND,1.0,False,
411.68,1660,2,RIGHT HAND,1.0,False,
411.928,1661,2,RIGHT HAND,1.0,False,
412.176,1662,2,RIGHT HAND,1.0,False,
412.424,1663,2,RIGHT HAND,1.0,False,
412.672,1664,2,RIGHT HAND,1.0,False,
412.92,1665,2,RIGHT HAND,1.0,True,RIGHT HAND
413.168,1666,2,RIGHT HAND,1.0,False,
413.416,1667,2,RIGHT HAND,1.0,False,
413.664,1668,2,RIGHT HAND,1.0,False,
413.912,1669,2,RIGHT HAND,1.0,False,
414.16,1670,1,LEFT HAND,1.0,False,
414.408,1671,2,RIGHT HAND,1.0,False,
414.656,1672,2,RIGHT HAND,1.0,False,
414.904,1673,1,LEFT HAND,1.0,False,
415.152,1674,2,RIGHT HAND,1.0,False,
415.4,1675,2,RIGHT HAND,1.0,False,
415.648,1676,2,RIGHT HAND,1.0,False,
415.896,1677,2,RIGHT HAND,1.0,False,
416.144,1678,2,RIGHT HAND,1.0,True,RIGHT HAND
416.392,1679,2,RIGHT HAND,1.0,False,
416.64,1680,2,RIGHT HAND,1.0,False,
416.888,1681,2,RIGHT HAND,1.0,False,
417.136,1682,2,RIGHT HAND,1.0,False,
417.384,1683,2,RIGHT HAND,1.0,False,
417.632,1684,1,LEFT HAND,1.0,False,
417.88,1685,2,RIGHT HAND,1.0,False,
418.128,1686,4,TONGUE,1.0,False,
418.376,1687,4,TONGUE,1.0,False,
418.624,1688,4,TONGUE,1.0,False,
418.872,1689,4,TONGUE,1.0,False,
419.12,1690,4,TONGUE,1.0,True,TONGUE
419.368,1691,4,TONGUE,1.0,False,
419.616,1692,3,FEET,1.0,False,
419.864,1693,3,FEET,1.0,False,
420.112,1694,3,FEET,1.0,False,
420.36,1695,1,LEFT HAND,1.0,False,
420.608,1696,1,LEFT HAND,1.0,False,
420.856,1697,1,LEFT HAND,1.0,False,
421.104,1698,1,LEFT HAND,1.0,False,
421.352,1699,1,LEFT HAND,1.0,True,LEFT HAND
421.6,1700,1,LEFT HAND,1.0,False,
421.848,1701,1,LEFT HAND,1.0,False,
422.096,1702,2,RIGHT HAND,1.0,False,
422.344,1703,2,RIGHT HAND,1.0,False,
422.592,1704,2,RIGHT HAND,1.0,False,
422.84,1705,2,RIGHT HAND,1.0,False,
423.088,1706,2,RIGHT HAND,1.0,False,
423.336,1707,2,RIGHT HAND,1.0,True,RIGHT HAND
423.584,1708,2,RIGHT HAND,1.0,False,
423.832,1709,2,RIGHT HAND,1.0,False,
424.08,1710,2,RIGHT HAND,1.0,False,
424.328,1711,1,LEFT HAND,1.0,False,
424.576,1712,1,LEFT HAND,1.0,False,
424.824,1713,1,LEFT HAND,1.0,False,
425.072,1714,1,LEFT HAND,1.0,False,
425.32,1715,1,LEFT HAND,1.0,True,LEFT HAND
425.568,1716,1,LEFT HAND,1.0,False,
425.816,1717,4,TONGUE,1.0,False,
426.064,1718,1,LEFT HAND,1.0,False,
426.312,1719,4,TONGUE,1.0,False,
426.56,1720,4,TONGUE,1.0,False,
426.808,1721,4,TONGUE,1.0,False,
427.056,1722,4,TONGUE,1.0,False,
427.304,1723,4,TONGUE,1.0,True,TONGUE
427.552,1724,4,TONGUE,1.0,False,
427.8,1725,4,TONGUE,1.0,False,
428.048,1726,4,TONGUE,1.0,False,
428.296,1727,4,TONGUE,1.0,False,
428.544,1728,4,TONGUE,1.0,False,
428.792,1729,4,TONGUE,1.0,False,
429.04,1730,4,TONGUE,1.0,False,
429.288,1731,4,TONGUE,1.0,True,TONGUE
429.536,1732,4,TONGUE,1.0,False,
429.784,1733,4,TONGUE,1.0,False,
430.032,1734,3,FEET,1.0,False,
430.28,1735,1,LEFT HAND,1.0,False,
430.528,1736,2,RIGHT HAND,1.0,False,
430.776,1737,1,LEFT HAND,1.0,False,
431.024,1738,1,LEFT HAND,1.0,False,
431.272,1739,1,LEFT HAND,1.0,False,
431.52,1740,2,RIGHT HAND,1.0,False,
431.768,1741,2,RIGHT HAND,1.0,False,
432.016,1742,2,RIGHT HAND,1.0,False,
432.264,1743,2,RIGHT HAND,1.0,False,
432.512,1744,2,RIGHT HAND,1.0,True,RIGHT HAND
432.76,1745,2,RIGHT HAND,1.0,False,
433.008,1746,2,RIGHT HAND,1.0,False,
433.256,1747,2,RIGHT HAND,1.0,False,
433.504,1748,2,RIGHT HAND,1.0,False,
433.752,1749,2,RIGHT HAND,1.0,False,
434.0,1750,2,RIGHT HAND,1.0,False,
434.248,1751,2,RIGHT HAND,1.0,False,
434.496,1752,2,RIGHT HAND,1.0,True,RIGHT HAND
434.744,1753,2,RIGHT HAND,1.0,False,
434.992,1754,2,RIGHT HAND,1.0,False,
435.24,1755,2,RIGHT HAND,1.0,False,
435.488,1756,2,RIGHT HAND,1.0,False,
435.736,1757,2,RIGHT HAND,1.0,False,
435.984,1758,2,RIGHT HAND,1.0,False,
436.232,1759,2,RIGHT HAND,1.0,False,
436.48,1760,2,RIGHT HAND,1.0,True,RIGHT HAND
436.728,1761,2,RIGHT HAND,1.0,False,
436.976,1762,2,RIGHT HAND,1.0,False,
437.224,1763,3,FEET,1.0,False,
437.472,1764,3,FEET,1.0,False,
437.72,1765,1,LEFT HAND,1.0,False,
437.968,1766,3,FEET,1.0,False,
438.216,1767,4,TONGUE,1.0,False,
438.464,1768,4,TONGUE,1.0,False,
438.712,1769,4,TONGUE,1.0,False,
438.96,1770,4,TONGUE,1.0,False,
439.208,1771,4,TONGUE,1.0,True,TONGUE
439.456,1772,3,FEET,1.0,False,
439.704,1773,4,TONGUE,1.0,False,
439.952,1774,4,TONGUE,1.0,False,
440.2,1775,2,RIGHT HAND,1.0,False,
440.448,1776,2,RIGHT HAND,1.0,False,
440.696,1777,2,RIGHT HAND,1.0,False,
440.944,1778,3,FEET,1.0,False,
441.192,1779,2,RIGHT HAND,1.0,False,
441.44,1780,4,TONGUE,1.0,False,
441.688,1781,4,TONGUE,1.0,False,
441.936,1782,4,TONGUE,1.0,False,
442.184,1783,4,TONGUE,1.0,False,
442.432,1784,1,LEFT HAND,1.0,False,
442.68,1785,1,LEFT HAND,1.0,False,
442.928,1786,1,LEFT HAND,1.0,False,
443.176,1787,1,LEFT HAND,1.0,False,
443.424,1788,4,TONGUE,1.0,False,
443.672,1789,2,RIGHT HAND,1.0,False,
443.92,1790,1,LEFT HAND,1.0,False,
444.168,1791,1,LEFT HAND,1.0,False,
444.416,1792,1,LEFT HAND,1.0,False,
444.664,1793,1,LEFT HAND,1.0,False,
444.912,1794,1,LEFT HAND,1.0,True,LEFT HAND
445.16,1795,1,LEFT HAND,1.0,False,
445.408,1796,1,LEFT HAND,1.0,False,
445.656,1797,1,LEFT HAND,1.0,False,
445.904,1798,2,RIGHT HAND,1.0,False,
446.152,1799,2,RIGHT HAND,1.0,False,
446.4,1800,2,RIGHT HAND,1.0,False,
446.648,1801,3,FEET,1.0,False,
446.896,1802,2,RIGHT HAND,1.0,False,
447.144,1803,3,FEET,1.0,False,
447.392,1804,2,RIGHT HAND,1.0,False,
447.64,1805,3,FEET,1.0,False,
447.888,1806,1,LEFT HAND,1.0,False,
448.136,1807,1,LEFT HAND,1.0,False,
448.384,1808,1,LEFT HAND,1.0,False,
448.632,1809,1,LEFT HAND,1.0,False,
448.88,1810,1,LEFT HAND,1.0,True,LEFT HAND
449.128,1811,1,LEFT HAND,1.0,False,
449.376,1812,1,LEFT HAND,1.0,False,
449.624,1813,4,TONGUE,1.0,False,
449.872,1814,3,FEET,1.0,False,
450.12,1815,3,FEET,1.0,False,
450.368,1816,1,LEFT HAND,1.0,False,
450.616,1817,3,FEET,1.0,False,
450.864,1818,4,TONGUE,1.0,False,
451.112,1819,4,TONGUE,1.0,False,
451.36,1820,3,FEET,1.0,False,
451.608,1821,3,FEET,1.0,False,
451.856,1822,1,LEFT HAND,1.0,False,
452.104,1823,1,LEFT HAND,1.0,False,
452.352,1824,1,LEFT HAND,1.0,False,
452.6,1825,2,RIGHT HAND,1.0,False,
452.848,1826,1,LEFT HAND,1.0,False,
453.096,1827,1,LEFT HAND,1.0,False,
453.344,1828,3,FEET,1.0,False,
453.592,1829,3,FEET,1.0,False,
453.84,1830,3,FEET,1.0,False,
454.088,1831,3,FEET,1.0,False,
454.336,1832,2,RIGHT HAND,1.0,False,
454.584,1833,2,RIGHT HAND,1.0,False,
454.832,1834,2,RIGHT HAND,1.0,False,
455.08,1835,3,FEET,1.0,False,
455.328,1836,3,FEET,1.0,False,
455.576,1837,2,RIGHT HAND,1.0,False,
455.824,1838,2,RIGHT HAND,1.0,False,
456.072,1839,2,RIGHT HAND,1.0,False,
456.32,1840,1,LEFT HAND,1.0,False,
456.568,1841,4,TONGUE,1.0,False,
456.816,1842,1,LEFT HAND,1.0,False,
457.064,1843,1,LEFT HAND,1.0,False,
457.312,1844,1,LEFT HAND,1.0,False,
457.56,1845,4,TONGUE,1.0,False,
457.808,1846,1,LEFT HAND,1.0,False,
458.056,1847,3,FEET,1.0,False,
458.304,1848,2,RIGHT HAND,1.0,False,
458.552,1849,2,RIGHT HAND,1.0,False,
458.8,1850,2,RIGHT HAND,1.0,False,
459.048,1851,2,RIGHT HAND,1.0,False,
459.296,1852,2,RIGHT HAND,1.0,True,RIGHT HAND
459.544,1853,2,RIGHT HAND,1.0,False,
459.792,1854,2,RIGHT HAND,1.0,False,
460.04,1855,2,RIGHT HAND,1.0,False,
460.288,1856,3,FEET,1.0,False,
460.536,1857,3,FEET,1.0,False,
460.784,1858,3,FEET,1.0,False,
461.032,1859,3,FEET,1.0,False,
461.28,1860,3,FEET,1.0,True,FEET
461.528,1861,3,FEET,1.0,False,
461.776,1862,1,LEFT HAND,1.0,False,
462.024,1863,1,LEFT HAND,1.0,False,
462.272,1864,1,LEFT HAND,1.0,False,
462.52,1865,1,LEFT HAND,1.0,False,
462.768,1866,4,TONGUE,1.0,False,
463.016,1867,4,TONGUE,1.0,False,
463.264,1868,1,LEFT HAND,1.0,False,
463.512,1869,1,LEFT HAND,1.0,False,
463.76,1870,1,LEFT HAND,1.0,False,
464.008,1871,1,LEFT HAND,1.0,False,
464.256,1872,1,LEFT HAND,1.0,True,LEFT HAND
464.504,1873,1,LEFT HAND,1.0,False,
464.752,1874,1,LEFT HAND,1.0,False,
465.0,1875,1,LEFT HAND,1.0,False,
465.248,1876,1,LEFT HAND,1.0,False,
465.496,1877,4,TONGUE,1.0,False,
465.744,1878,1,LEFT HAND,1.0,False,
465.992,1879,1,LEFT HAND,1.0,False,
466.24,1880,1,LEFT HAND,1.0,False,
466.488,1881,1,LEFT HAND,1.0,False,
466.736,1882,1,LEFT HAND,1.0,True,LEFT HAND
466.984,1883,1,LEFT HAND,1.0,False,
467.232,1884,1,LEFT HAND,1.0,False,
467.48,1885,1,LEFT HAND,1.0,False,
467.728,1886,1,LEFT HAND,1.0,False,
467.976,1887,1,LEFT HAND,1.0,False,
468.224,1888,1,LEFT HAND,1.0,False,
468.472,1889,2,RIGHT HAND,1.0,False,
468.72,1890,3,FEET,1.0,False,
468.968,1891,3,FEET,1.0,False,
469.216,1892,3,FEET,1.0,False,
469.464,1893,3,FEET,1.0,False,
469.712,1894,3,FEET,1.0,True,FEET
469.96,1895,3,FEET,1.0,False,
470.208,1896,3,FEET,1.0,False,
470.456,1897,3,FEET,1.0,False,
470.704,1898,3,FEET,1.0,False,
470.952,1899,2,RIGHT HAND,1.0,False,
471.2,1900,2,RIGHT HAND,1.0,False,
471.448,1901,2,RIGHT HAND,1.0,False,
471.696,1902,2,RIGHT HAND,1.0,False,
471.944,1903,2,RIGHT HAND,1.0,True,RIGHT HAND
472.192,1904,2,RIGHT HAND,1.0,False,
472.44,1905,2,RIGHT HAND,1.0,False,
472.688,1906,2,RIGHT HAND,1.0,False,
472.936,1907,2,RIGHT HAND,1.0,False,
473.184,1908,2,RIGHT HAND,1.0,False,
473.432,1909,2,RIGHT HAND,1.0,False,
473.68,1910,2,RIGHT HAND,1.0,False,
473.928,1911,2,RIGHT HAND,1.0,True,RIGHT HAND
474.176,1912,2,RIGHT HAND,1.0,False,
474.424,1913,2,RIGHT HAND,1.0,False,
474.672,1914,2,RIGHT HAND,1.0,False,
474.92,1915,2,RIGHT HAND,1.0,False,
475.168,1916,2,RIGHT HAND,1.0,False,
475.416,1917,2,RIGHT HAND,1.0,False,
475.664,1918,2,RIGHT HAND,1.0,False,
475.912,1919,2,RIGHT HAND,1.0,True,RIGHT HAND
476.16,1920,2,RIGHT HAND,1.0,False,
476.408,1921,1,LEFT HAND,1.0,False,
476.656,1922,1,LEFT HAND,1.0,False,
476.904,1923,1,LEFT HAND,1.0,False,
477.152,1924,1,LEFT HAND,1.0,False,
477.4,1925,1,LEFT HAND,1.0,False,
477.648,1926,2,RIGHT HAND,1.0,False,
477.896,1927,2,RIGHT HAND,1.0,False,
478.144,1928,2,RIGHT HAND,1.0,False,
478.392,1929,2,RIGHT HAND,1.0,False,
478.64,1930,2,RIGHT HAND,1.0,True,RIGHT HAND
478.888,1931,2,RIGHT HAND,1.0,False,
479.136,1932,2,RIGHT HAND,1.0,False,
479.384,1933,3,FEET,1.0,False,
479.632,1934,4,TONGUE,1.0,False,
479.88,1935,4,TONGUE,1.0,False,
480.128,1936,4,TONGUE,1.0,False,
480.376,1937,3,FEET,1.0,False,
480.624,1938,4,TONGUE,1.0,False,
480.872,1939,3,FEET,1.0,False,
481.12,1940,4,TONGUE,1.0,False,
481.368,1941,3,FEET,1.0,False,
481.616,1942,4,TONGUE,1.0,False,
481.864,1943,4,TONGUE,1.0,False,
482.112,1944,4,TONGUE,1.0,False,
482.36,1945,4,TONGUE,1.0,False,
482.608,1946,4,TONGUE,1.0,True,TONGUE
482.856,1947,3,FEET,1.0,False,
483.104,1948,3,FEET,1.0,False,
483.352,1949,3,FEET,1.0,False,
483.6,1950,3,FEET,1.0,False,
483.848,1951,3,FEET,1.0,False,
484.096,1952,3,FEET,1.0,False,
484.344,1953,3,FEET,1.0,False,
484.592,1954,3,FEET,1.0,True,FEET
484.84,1955,3,FEET,1.0,False,
485.088,1956,1,LEFT HAND,1.0,False,
485.336,1957,3,FEET,1.0,False,
485.584,1958,3,FEET,1.0,False,
485.832,1959,3,FEET,1.0,False,
486.08,1960,3,FEET,1.0,False,
486.328,1961,3,FEET,1.0,False,
486.576,1962,3,FEET,1.0,True,FEET
486.824,1963,2,RIGHT HAND,1.0,False,
487.072,1964,2,RIGHT HAND,1.0,False,
487.32,1965,2,RIGHT HAND,1.0,False,
487.568,1966,2,RIGHT HAND,1.0,False,
487.816,1967,2,RIGHT HAND,1.0,False,
488.064,1968,2,RIGHT HAND,1.0,False,
488.312,1969,2,RIGHT HAND,1.0,False,
488.56,1970,2,RIGHT HAND,1.0,True,RIGHT HAND
488.808,1971,3,FEET,1.0,False,
489.056,1972,3,FEET,1.0,False,
489.304,1973,4,TONGUE,1.0,False,
489.552,1974,4,TONGUE,1.0,False,
489.8,1975,4,TONGUE,1.0,False,
490.048,1976,3,FEET,1.0,False,
490.296,1977,3,FEET,1.0,False,
490.544,1978,3,FEET,1.0,False,
490.792,1979,3,FEET,1.0,False,
491.04,1980,3,FEET,1.0,True,FEET
491.288,1981,3,FEET,1.0,False,
491.536,1982,3,FEET,1.0,False,
491.784,1983,3,FEET,1.0,False,
492.032,1984,3,FEET,1.0,False,
492.28,1985,3,FEET,1.0,False,
492.528,1986,3,FEET,1.0,False,
492.776,1987,3,FEET,1.0,False,
493.024,1988,3,FEET,1.0,True,FEET
493.272,1989,3,FEET,1.0,False,
493.52,1990,3,FEET,1.0,False,
493.768,1991,3,FEET,1.0,False,
494.016,1992,1,LEFT HAND,1.0,False,
494.264,1993,1,LEFT HAND,1.0,False,
494.512,1994,1,LEFT HAND,1.0,False,
494.76,1995,1,LEFT HAND,1.0,False,
495.008,1996,1,LEFT HAND,1.0,True,LEFT HAND
495.256,1997,1,LEFT HAND,1.0,False,
495.504,1998,4,TONGUE,1.0,False,
495.752,1999,4,TONGUE,1.0,False,
496.0,2000,4,TONGUE,1.0,False,
496.248,2001,4,TONGUE,1.0,False,
496.496,2002,4,TONGUE,1.0,False,
496.744,2003,4,TONGUE,1.0,False,
496.992,2004,4,TONGUE,1.0,True,TONGUE
497.24,2005,4,TONGUE,1.0,False,
497.488,2006,4,TONGUE,1.0,False,
497.736,2007,1,LEFT HAND,1.0,False,
497.984,2008,2,RIGHT HAND,1.0,False,
498.232,2009,2,RIGHT HAND,1.0,False,
498.48,2010,4,TONGUE,1.0,False,
498.728,2011,4,TONGUE,1.0,False,
498.976,2012,4,TONGUE,1.0,False,
499.224,2013,4,TONGUE,1.0,False,
499.472,2014,2,RIGHT HAND,1.0,False,
499.72,2015,4,TONGUE,1.0,False,
499.968,2016,3,FEET,1.0,False,
500.216,2017,3,FEET,1.0,False,
500.464,2018,1,LEFT HAND,1.0,False,
500.712,2019,3,FEET,1.0,False,
500.96,2020,3,FEET,1.0,False,
501.208,2021,3,FEET,1.0,False,
501.456,2022,3,FEET,1.0,False,
501.704,2023,3,FEET,1.0,True,FEET
501.952,2024,4,TONGUE,1.0,False,
502.2,2025,4,TONGUE,1.0,False,
502.448,2026,4,TONGUE,1.0,False,
502.696,2027,1,LEFT HAND,1.0,False,
502.944,2028,4,TONGUE,1.0,False,
503.192,2029,1,LEFT HAND,1.0,False,
503.44,2030,1,LEFT HAND,1.0,False,
503.688,2031,1,LEFT HAND,1.0,False,
503.936,2032,1,LEFT HAND,1.0,False,
504.184,2033,1,LEFT HAND,1.0,True,LEFT HAND
504.432,2034,1,LEFT HAND,1.0,False,
504.68,2035,1,LEFT HAND,1.0,False,
504.928,2036,1,LEFT HAND,1.0,False,
505.176,2037,1,LEFT HAND,1.0,False,
505.424,2038,1,LEFT HAND,1.0,False,
505.672,2039,1,LEFT HAND,1.0,False,
505.92,2040,1,LEFT HAND,1.0,False,
506.168,2041,1,LEFT HAND,1.0,True,LEFT HAND
506.416,2042,1,LEFT HAND,1.0,False,
506.664,2043,1,LEFT HAND,1.0,False,
506.912,2044,1,LEFT HAND,1.0,False,
507.16,2045,1,LEFT HAND,1.0,False,
507.408,2046,4,TONGUE,1.0,False,
507.656,2047,1,LEFT HAND,1.0,False,
507.904,2048,1,LEFT HAND,1.0,False,
508.152,2049,1,LEFT HAND,1.0,False,
508.4,2050,4,TONGUE,1.0,False,
508.648,2051,3,FEET,1.0,False,
508.896,2052,2,RIGHT HAND,1.0,False,
509.144,2053,2,RIGHT HAND,1.0,False,
509.392,2054,2,RIGHT HAND,1.0,False,
509.64,2055,2,RIGHT HAND,1.0,False,
509.888,2056,2,RIGHT HAND,1.0,True,RIGHT HAND
510.136,2057,2,RIGHT HAND,1.0,False,
510.384,2058,2,RIGHT HAND,1.0,False,
510.632,2059,2,RIGHT HAND,1.0,False,
510.88,2060,2,RIGHT HAND,1.0,False,
511.128,2061,3,FEET,1.0,False,
511.376,2062,3,FEET,1.0,False,
511.624,2063,4,TONGUE,1.0,False,
511.872,2064,4,TONGUE,1.0,False,
512.12,2065,4,TONGUE,1.0,False,
512.368,2066,4,TONGUE,1.0,False,
512.616,2067,4,TONGUE,1.0,True,TONGUE
512.864,2068,4,TONGUE,1.0,False,
513.112,2069,4,TONGUE,1.0,False,
513.36,2070,4,TONGUE,1.0,False,
513.608,2071,4,TONGUE,1.0,False,
513.856,2072,4,TONGUE,1.0,False,
514.104,2073,4,TONGUE,1.0,False,
514.352,2074,4,TONGUE,1.0,False,
514.6,2075,3,FEET,1.0,False,
514.848,2076,4,TONGUE,1.0,False,
